"Date","Sponsored followers","Organic followers","Auto-invited followers","Total followers","Follower Count","Month/Yr"
"02/28/2025","0","19","0","19","13297","Feb 2025"
"03/01/2025","0","7","0","7","13304","Mar 2025"
"03/02/2025","0","20","0","20","13324","Mar 2025"
"03/03/2025","0","9","0","9","13333","Mar 2025"
"03/04/2025","0","25","0","25","13358","Mar 2025"
"03/05/2025","0","18","0","18","13376","Mar 2025"
"03/06/2025","0","11","0","11","13387","Mar 2025"
"03/07/2025","0","10","0","10","13397","Mar 2025"
"03/08/2025","0","5","0","5","13402","Mar 2025"
"03/09/2025","0","7","0","7","13409","Mar 2025"
"03/10/2025","0","14","0","14","13423","Mar 2025"
"03/11/2025","0","14","0","14","13437","Mar 2025"
"03/12/2025","0","18","0","18","13455","Mar 2025"
"03/13/2025","0","12","0","12","13467","Mar 2025"
"03/14/2025","0","18","0","18","13485","Mar 2025"
"03/15/2025","0","7","0","7","13492","Mar 2025"
"03/16/2025","0","10","0","10","13502","Mar 2025"
"03/17/2025","0","12","0","12","13514","Mar 2025"
"03/18/2025","0","18","0","18","13532","Mar 2025"
"03/19/2025","0","13","0","13","13545","Mar 2025"
"03/20/2025","0","7","0","7","13552","Mar 2025"
"03/21/2025","0","3","0","3","13555","Mar 2025"
"03/22/2025","0","1","0","1","13556","Mar 2025"
"03/23/2025","0","3","0","3","13559","Mar 2025"
"03/24/2025","0","9","0","9","13568","Mar 2025"
"03/25/2025","0","5","0","5","13573","Mar 2025"
"03/26/2025","0","14","0","14","13587","Mar 2025"
"03/27/2025","0","2","0","2","13589","Mar 2025"
"03/28/2025","0","14","0","14","13603","Mar 2025"
"03/29/2025","0","8","0","8","13611","Mar 2025"
"03/30/2025","0","6","0","6","13617","Mar 2025"
"03/31/2025","0","9","0","9","13626","Mar 2025"
"04/01/2025","0","17","0","17","13643","Apr 2025"
"04/02/2025","0","6","0","6","13649","Apr 2025"
"04/03/2025","0","14","0","14","13663","Apr 2025"
"04/04/2025","0","6","0","6","13669","Apr 2025"
"04/05/2025","0","8","0","8","13677","Apr 2025"
"04/06/2025","0","8","0","8","13685","Apr 2025"
"04/07/2025","0","14","0","14","13699","Apr 2025"
"04/08/2025","0","17","0","17","13716","Apr 2025"
"04/09/2025","0","13","0","13","13729","Apr 2025"
"04/10/2025","0","19","0","19","13748","Apr 2025"
"04/11/2025","0","20","0","20","13768","Apr 2025"
"04/12/2025","0","14","0","14","13782","Apr 2025"
"04/13/2025","0","18","0","18","13800","Apr 2025"
"04/14/2025","0","19","0","19","13819","Apr 2025"
"04/15/2025","0","16","0","16","13835","Apr 2025"
"04/16/2025","0","16","0","16","13851","Apr 2025"
"04/17/2025","0","11","0","11","13862","Apr 2025"
"04/18/2025","0","13","0","13","13875","Apr 2025"
"04/19/2025","0","12","0","12","13887","Apr 2025"
"04/20/2025","0","14","0","14","13901","Apr 2025"
"04/21/2025","0","16","0","16","13917","Apr 2025"
"04/22/2025","0","8","0","8","13925","Apr 2025"
"04/23/2025","0","16","0","16","13941","Apr 2025"
"04/24/2025","0","13","0","13","13954","Apr 2025"
"04/25/2025","0","5","0","5","13959","Apr 2025"
"04/26/2025","0","10","0","10","13969","Apr 2025"
"04/27/2025","0","15","0","15","13984","Apr 2025"
"04/28/2025","0","21","0","21","14005","Apr 2025"
"04/29/2025","0","12","0","12","14017","Apr 2025"
"04/30/2025","0","11","0","11","14028","Apr 2025"
"05/01/2025","0","8","0","8","14036","May 2025"
"05/02/2025","0","6","0","6","14042","May 2025"
"05/03/2025","0","8","0","8","14050","May 2025"
"05/04/2025","0","6","0","6","14056","May 2025"
"05/05/2025","0","11","0","11","14067","May 2025"
"05/06/2025","0","18","0","18","14085","May 2025"
"05/07/2025","0","14","0","14","14099","May 2025"
"05/08/2025","0","18","0","18","14117","May 2025"
"05/09/2025","0","8","0","8","14125","May 2025"
"05/10/2025","0","11","0","11","14136","May 2025"
"05/11/2025","0","9","0","9","14145","May 2025"
"05/12/2025","0","13","0","13","14158","May 2025"
"05/13/2025","0","12","0","12","14170","May 2025"
"05/14/2025","0","13","0","13","14183","May 2025"
"05/15/2025","0","11","0","11","14194","May 2025"
"05/16/2025","0","9","0","9","14203","May 2025"
"05/17/2025","0","10","0","10","14213","May 2025"
"05/18/2025","0","5","0","5","14218","May 2025"
"05/19/2025","0","9","0","9","14227","May 2025"
"05/20/2025","0","8","0","8","14235","May 2025"
"05/21/2025","0","68","0","68","14303","May 2025"
"05/22/2025","0","24","0","24","14327","May 2025"
"05/23/2025","0","10","0","10","14337","May 2025"
"05/24/2025","0","15","0","15","14352","May 2025"
"05/25/2025","0","6","0","6","14358","May 2025"
"05/26/2025","0","15","0","15","14373","May 2025"
"05/27/2025","0","18","0","18","14391","May 2025"
"05/28/2025","0","7","0","7","14398","May 2025"
"05/29/2025","0","16","0","16","14414","May 2025"
"05/30/2025","0","19","0","19","14433","May 2025"
"05/31/2025","0","7","0","7","14440","May 2025"
"06/01/2025","0","13","0","13","14453","Jun 2025"
"06/02/2025","0","13","0","13","14466","Jun 2025"
"06/03/2025","0","15","0","15","14481","Jun 2025"
"06/04/2025","0","14","0","14","14495","Jun 2025"
"06/05/2025","0","14","0","14","14509","Jun 2025"
"06/06/2025","0","15","0","15","14524","Jun 2025"
"06/07/2025","0","11","0","11","14535","Jun 2025"
"06/08/2025","0","11","0","11","14546","Jun 2025"
"06/09/2025","0","20","0","20","14566","Jun 2025"
"06/10/2025","0","23","0","23","14589","Jun 2025"
"06/11/2025","0","25","0","25","14614","Jun 2025"
"06/12/2025","0","17","0","17","14631","Jun 2025"
"06/13/2025","0","14","0","14","14645","Jun 2025"
"06/14/2025","0","11","0","11","14656","Jun 2025"
"06/15/2025","0","14","0","14","14670","Jun 2025"
"06/16/2025","0","19","0","19","14689","Jun 2025"
"06/17/2025","0","9","0","9","14698","Jun 2025"
"06/18/2025","0","20","0","20","14718","Jun 2025"
"06/19/2025","0","22","0","22","14740","Jun 2025"
"06/20/2025","0","21","0","21","14761","Jun 2025"
"06/21/2025","0","17","0","17","14778","Jun 2025"
"06/22/2025","0","11","0","11","14789","Jun 2025"
"06/23/2025","0","20","0","20","14809","Jun 2025"
"06/24/2025","0","12","0","12","14821","Jun 2025"
"06/25/2025","0","8","0","8","14829","Jun 2025"
"06/26/2025","0","17","0","17","14846","Jun 2025"
"06/27/2025","0","11","0","11","14857","Jun 2025"
"06/28/2025","0","14","0","14","14871","Jun 2025"
"06/29/2025","0","11","0","11","14882","Jun 2025"
"06/30/2025","0","9","0","9","14891","Jun 2025"
"07/01/2025","0","15","0","15","14906","Jul 2025"
"07/02/2025","0","24","0","24","14930","Jul 2025"
"07/03/2025","0","19","0","19","14949","Jul 2025"
"07/04/2025","0","17","0","17","14966","Jul 2025"
"07/05/2025","0","18","0","18","14984","Jul 2025"
"07/06/2025","0","14","0","14","14998","Jul 2025"
"07/07/2025","0","21","0","21","15019","Jul 2025"
"07/08/2025","0","11","0","11","15030","Jul 2025"
"07/09/2025","0","9","0","9","15039","Jul 2025"
"07/10/2025","0","12","0","12","15051","Jul 2025"
"07/11/2025","0","14","0","14","15065","Jul 2025"
"07/12/2025","0","12","0","12","15077","Jul 2025"
"07/13/2025","0","11","0","11","15088","Jul 2025"
"07/14/2025","0","15","0","15","15103","Jul 2025"
"07/15/2025","0","12","0","12","15115","Jul 2025"
"07/16/2025","0","18","0","18","15133","Jul 2025"
"07/17/2025","0","19","0","19","15152","Jul 2025"
"07/18/2025","0","11","0","11","15163","Jul 2025"
"07/19/2025","0","9","0","9","15172","Jul 2025"
"07/20/2025","0","13","0","13","15185","Jul 2025"
"07/21/2025","0","29","0","29","15214","Jul 2025"
"07/22/2025","0","20","0","20","15234","Jul 2025"
"07/23/2025","0","9","0","9","15243","Jul 2025"
"07/24/2025","0","14","0","14","15257","Jul 2025"
"07/25/2025","0","19","0","19","15276","Jul 2025"
"07/26/2025","0","18","0","18","15294","Jul 2025"
"07/27/2025","0","14","0","14","15308","Jul 2025"
"07/28/2025","0","21","0","21","15329","Jul 2025"
"07/29/2025","0","20","0","20","15349","Jul 2025"
"07/30/2025","0","36","0","36","15385","Jul 2025"
"07/31/2025","0","55","0","55","15440","Jul 2025"
"08/01/2025","0","15","0","15","15455","Aug 2025"
"08/02/2025","0","18","0","18","15473","Aug 2025"
"08/03/2025","0","30","0","30","15503","Aug 2025"
"08/04/2025","0","32","0","32","15535","Aug 2025"
"08/05/2025","0","38","0","38","15573","Aug 2025"
"08/06/2025","0","35","0","35","15608","Aug 2025"
"08/07/2025","0","36","0","36","15644","Aug 2025"
"08/08/2025","0","25","0","25","15669","Aug 2025"
"08/09/2025","0","23","0","23","15692","Aug 2025"
"08/10/2025","0","12","0","12","15704","Aug 2025"
"08/11/2025","0","27","0","27","15731","Aug 2025"
"08/12/2025","0","34","0","34","15765","Aug 2025"
"08/13/2025","0","26","0","26","15791","Aug 2025"
"08/14/2025","0","26","0","26","15817","Aug 2025"
"08/15/2025","0","17","0","17","15834","Aug 2025"
"08/16/2025","0","16","0","16","15850","Aug 2025"
"08/17/2025","0","7","0","7","15857","Aug 2025"
"08/18/2025","0","13","0","13","15870","Aug 2025"
"08/19/2025","0","28","0","28","15898","Aug 2025"
"08/20/2025","0","18","0","18","15916","Aug 2025"
"08/21/2025","0","62","0","62","15978","Aug 2025"
"08/22/2025","0","32","0","32","16010","Aug 2025"
"08/23/2025","0","33","0","33","16043","Aug 2025"
"08/24/2025","0","16","0","16","16059","Aug 2025"
"08/25/2025","0","30","0","30","16089","Aug 2025"
"08/26/2025","0","26","0","26","16115","Aug 2025"
"08/27/2025","0","30","0","30","16145","Aug 2025"
